time,Muttonpulao_02_fatty acids absorbed,Cholebhature_01_fatty acids absorbed,Curdrice_01_fatty acids absorbed,Lemonrice_01_fatty acids absorbed,Pasta_01_fatty acids absorbed,Masaladosa_01_fatty acids absorbed,Vegetable_Biryani_01_fatty acids absorbed,Rapid_starch_01_fatty acids absorbed,Chickenbreast_01_fatty acids absorbed,Rice_01_fatty acids absorbed,Eggwhite_01_fatty acids absorbed,Paneer_01_fatty acids absorbed,Milk_Chocolate_01_fatty acids absorbed,Peanuts_01_fatty acids absorbed,Curd_01_fatty acids absorbed,Glucose_01_fatty acids absorbed,Biscuit_01_fatty acids absorbed,Glucose_02_fatty acids absorbed,Bread_Meal_01_100_fatty acids absorbed,Chickensandwich_01_fatty acids absorbed,Ghee_01_fatty acids absorbed,Apple_Pineapplesalad_01_fatty acids absorbed,Spinach_01_fatty acids absorbed,Bread_meal_02_fatty acids absorbed,Orange_01_fatty acids absorbed,Omelette_01_fatty acids absorbed,Muttonpulao_01_fatty acids absorbed,Arabinose_01_fatty acids absorbed
106.01,0.00041,0.00039,0.00019,0.00025,0.0001,0.00039,0.00029,0.00479,,1e-05,,0.00061,0.00036,0.00047,4e-05,,,,0.0001,0.00034,,4e-05,1e-05,9e-05,0,0.00035,0.00025,0
107.01,0.00042,0.0004,0.00019,0.00025,0.0001,0.00038,0.0003,0.0048,,1e-05,,0.00061,0.00036,0.00046,4e-05,,,,0.0001,0.00034,,4e-05,1e-05,9e-05,0,0.00034,0.00025,0
108.01,0.00042,0.0004,0.00019,0.00025,0.0001,0.00038,0.00029,0.00481,,1e-05,,0.00061,0.00036,0.00046,4e-05,,,,0.0001,0.00034,,4e-05,1e-05,9e-05,0,0.00034,0.00025,0
109.01,0.00042,0.00039,0.00019,0.00025,0.0001,0.00038,0.00029,0.00482,,1e-05,,0.00061,0.00036,0.00046,4e-05,,,,0.0001,0.00034,,4e-05,1e-05,9e-05,0,0.00034,0.00025,0
110.01,0.00041,0.00039,0.00019,0.00025,0.0001,0.00038,0.00029,0.00483,,1e-05,,0.0006,0.00036,0.00046,4e-05,,,,0.0001,0.00034,,4e-05,1e-05,9e-05,0,0.00034,0.00025,0
111.01,0.0004,0.00038,0.00019,0.00025,0.0001,0.00038,0.00029,0.00485,,1e-05,,0.0006,0.00036,0.00046,4e-05,,,,0.0001,0.00034,,4e-05,1e-05,9e-05,0,0.00034,0.00025,0
112.01,0.00039,0.00037,0.00019,0.00025,0.0001,0.00038,0.00029,,,1e-05,,0.0006,0.00036,0.00046,4e-05,,,,0.0001,0.00034,,4e-05,1e-05,9e-05,0,0.00034,0.00025,0
113.01,0.00038,0.00036,0.00019,0.00025,0.0001,0.00038,0.00029,,,1e-05,,0.0006,0.00036,0.00045,4e-05,,,,0.0001,0.00034,,4e-05,0.0,9e-05,0,0.00034,0.00025,0
114.01,0.00037,0.00036,0.00019,0.00025,0.0001,0.00038,0.00029,,,1e-05,,0.00059,0.00036,0.00045,4e-05,,,,0.0001,0.00034,,4e-05,0.0,9e-05,0,0.00034,0.00025,0
115.01,0.00037,0.00036,0.00019,0.00025,0.0001,0.00038,0.00029,,,1e-05,,0.00059,0.00036,0.00045,4e-05,,,,0.0001,0.00034,,4e-05,0.0,9e-05,0,0.00034,0.00025,0
116.01,0.00037,0.00036,0.00019,0.00025,0.0001,0.00038,0.00029,,,1e-05,,0.00059,0.00036,0.00045,4e-05,,,,0.0001,0.00034,,4e-05,0.0,9e-05,0,0.00034,0.00025,0
117.01,0.00037,0.00036,0.00019,0.00025,0.0001,0.00038,0.00029,,,1e-05,,0.0006,0.00036,0.00044,4e-05,,,,0.0001,0.00034,,4e-05,0.0,9e-05,0,0.00034,0.00025,0
118.01,0.00037,0.00036,0.00019,0.00025,0.0001,0.00038,0.00029,,,1e-05,,0.0006,0.00036,0.00044,4e-05,,,,0.0001,0.00034,,4e-05,0.0,9e-05,0,0.00034,0.00025,0
119.01,0.00038,0.00036,0.00019,0.00025,0.0001,0.00038,0.00029,,,1e-05,,0.0006,0.00036,0.00044,4e-05,,,,0.0001,0.00034,,4e-05,0.0,9e-05,0,0.00035,0.00025,0
120.01,0.00038,0.00037,0.00019,0.00025,0.0001,0.00038,0.00029,,,1e-05,,0.0006,0.00036,0.00044,4e-05,,,,0.0001,0.00034,,4e-05,0.0,9e-05,0,0.00035,0.00025,0
121.01,0.00039,0.00037,0.00019,0.00025,0.0001,0.00038,0.00029,,,1e-05,,0.00061,0.00036,0.00043,4e-05,,,,0.0001,0.00034,,4e-05,0.0,9e-05,0,0.00035,0.00025,0
122.01,0.0004,0.00038,0.00019,0.00025,0.0001,0.00038,0.00029,,,1e-05,,0.00061,0.00036,0.00043,4e-05,,,,0.0001,0.00033,,4e-05,0.0,9e-05,0,0.00035,0.00025,0
123.01,0.0004,0.00038,0.00019,0.00025,0.0001,0.00038,0.00029,,,1e-05,,0.00061,0.00036,0.00043,4e-05,,,,0.0001,0.00033,,4e-05,0.0,9e-05,0,0.00034,0.00025,0
124.01,0.00041,0.00039,0.00019,0.00025,0.0001,0.00038,0.00029,,,1e-05,,0.00061,0.00036,0.00043,4e-05,,,,0.0001,0.00033,,4e-05,0.0,9e-05,0,0.00034,0.00025,0
125.01,0.00041,0.00039,0.00019,0.00025,0.0001,0.00037,0.00029,,,1e-05,,0.00061,0.00036,0.00042,4e-05,,,,0.0001,0.00033,,4e-05,0.0,9e-05,0,0.00034,0.00025,0
126.01,0.00041,0.00038,0.00019,0.00025,0.0001,0.00037,0.00029,,,1e-05,,0.00061,0.00036,0.00042,4e-05,,,,0.0001,0.00033,,3e-05,0.0,9e-05,0,0.00034,0.00025,0
127.01,0.0004,0.00038,0.00019,0.00024,0.0001,0.00037,0.00029,,,1e-05,,0.0006,0.00036,0.00042,4e-05,,,,0.0001,0.00033,,3e-05,0.0,9e-05,0,0.00034,0.00024,0
128.01,0.00039,0.00037,0.00019,0.00025,0.0001,0.00037,0.00028,,,1e-05,,0.0006,0.00036,0.00041,3e-05,,,,0.0001,0.00033,,3e-05,0.0,9e-05,0,0.00034,0.00025,0
129.01,0.00038,0.00036,0.00019,0.00025,0.0001,0.00037,0.00028,,,1e-05,,0.0006,0.00036,0.00041,3e-05,,,,0.0001,0.00033,,3e-05,0.0,9e-05,0,0.00034,0.00025,0
130.01,0.00037,0.00036,0.00019,0.00025,0.0001,0.00037,0.00028,,,1e-05,,0.0006,0.00036,0.00041,3e-05,,,,0.0001,0.00033,,3e-05,0.0,9e-05,0,0.00034,0.00025,0
131.01,0.00037,0.00036,0.00019,0.00025,0.0001,0.00037,0.00028,,,1e-05,,0.0006,0.00037,0.0004,3e-05,,,,0.0001,0.00033,,3e-05,0.0,0.0001,0,0.00034,0.00025,0
132.01,0.00037,0.00036,0.00019,0.00025,0.0001,0.00038,0.00028,,,1e-05,,0.0006,0.00037,0.0004,3e-05,,,,0.0001,0.00033,,3e-05,0.0,0.0001,0,0.00034,0.00025,0
133.01,0.00037,0.00036,0.00019,0.00025,0.0001,0.00038,0.00028,,,1e-05,,0.0006,0.00037,0.0004,3e-05,,,,0.0001,0.00033,,3e-05,0.0,0.0001,0,0.00034,0.00025,0
134.01,0.00037,0.00036,0.00019,0.00025,0.0001,0.00038,0.00028,,,1e-05,,0.0006,0.00037,0.00039,3e-05,,,,0.00011,0.00033,,3e-05,0.0,0.0001,0,0.00034,0.00025,0
135.01,0.00037,0.00036,0.00019,0.00025,0.0001,0.00038,0.00028,,,1e-05,,0.0006,0.00037,0.00039,3e-05,,,,0.00011,0.00033,,3e-05,0.0,0.0001,0,0.00034,0.00025,0
136.01,0.00037,0.00036,0.00019,0.00025,0.0001,0.00038,0.00028,,,1e-05,,0.0006,0.00037,0.00039,3e-05,,,,0.00011,0.00033,,3e-05,0.0,0.0001,0,0.00034,0.00025,0
137.01,0.00038,0.00037,0.00019,0.00025,0.0001,0.00038,0.00029,,,1e-05,,0.0006,0.00037,0.00038,3e-05,,,,0.00011,0.00033,,3e-05,0.0,0.0001,0,0.00034,0.00025,0
138.01,0.00038,0.00037,0.00019,0.00025,0.0001,0.00038,0.00029,,,1e-05,,0.00061,0.00037,0.00038,3e-05,,,,0.00011,0.00033,,3e-05,0.0,0.0001,0,0.00034,0.00025,0
139.01,0.00039,0.00037,0.00019,0.00025,0.00011,0.00038,0.00029,,,1e-05,,0.00061,0.00037,0.00038,3e-05,,,,0.00011,0.00033,,3e-05,0.0,0.0001,0,0.00034,0.00025,0
140.01,0.00039,0.00037,0.00019,0.00024,0.00011,0.00038,0.00029,,,1e-05,,0.00061,0.00037,0.00037,3e-05,,,,0.00011,0.00032,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
141.01,0.0004,0.00038,0.00019,0.00024,0.00011,0.00037,0.00029,,,1e-05,,0.00061,0.00037,0.00037,3e-05,,,,0.00011,0.00032,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
142.01,0.0004,0.00038,0.00019,0.00024,0.00011,0.00037,0.00028,,,1e-05,,0.00061,0.00037,0.00036,3e-05,,,,0.00011,0.00032,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
143.01,0.00039,0.00037,0.00019,0.00024,0.00011,0.00037,0.00028,,,1e-05,,0.0006,0.00037,0.00036,3e-05,,,,0.00011,0.00032,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
144.01,0.00039,0.00037,0.00019,0.00024,0.00011,0.00037,0.00028,,,1e-05,,0.0006,0.00037,0.00036,3e-05,,,,0.00011,0.00032,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
145.01,0.00038,0.00036,0.00019,0.00024,0.00011,0.00037,0.00028,,,1e-05,,0.0006,0.00037,0.00035,3e-05,,,,0.00011,0.00032,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
146.01,0.00037,0.00036,0.00019,0.00024,0.00011,0.00037,0.00028,,,1e-05,,0.0006,0.00037,0.00035,3e-05,,,,0.00011,0.00032,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
147.01,0.00037,0.00036,0.00019,0.00024,0.00011,0.00037,0.00028,,,1e-05,,0.0006,0.00037,0.00035,3e-05,,,,0.00011,0.00032,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
148.01,0.00037,0.00035,0.00019,0.00024,0.00011,0.00037,0.00028,,,1e-05,,0.0006,0.00037,0.00034,3e-05,,,,0.00011,0.00032,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
149.01,0.00037,0.00035,0.00019,0.00024,0.00011,0.00037,0.00028,,,1e-05,,0.0006,0.00037,0.00034,3e-05,,,,0.00011,0.00032,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
150.01,0.00037,0.00035,0.00019,0.00024,0.00011,0.00037,0.00028,,,1e-05,,0.0006,0.00037,0.00034,3e-05,,,,0.00011,0.00032,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
151.01,0.00037,0.00035,0.00019,0.00024,0.00011,0.00037,0.00028,,,1e-05,,0.0006,0.00037,0.00033,3e-05,,,,0.00011,0.00032,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
152.01,0.00037,0.00036,0.00019,0.00024,0.00011,0.00037,0.00028,,,1e-05,,0.0006,0.00037,0.00033,3e-05,,,,0.00011,0.00032,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
153.01,0.00037,0.00036,0.00019,0.00024,0.00011,0.00037,0.00028,,,1e-05,,0.0006,0.00037,0.00033,3e-05,,,,0.00011,0.00032,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
154.01,0.00038,0.00036,0.00019,0.00024,0.00011,0.00037,0.00028,,,1e-05,,0.0006,0.00037,0.00032,3e-05,,,,0.00011,0.00032,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
155.01,0.00038,0.00036,0.00019,0.00024,0.00011,0.00037,0.00028,,,1e-05,,0.0006,0.00037,0.00032,3e-05,,,,0.00011,0.00032,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
156.01,0.00038,0.00037,0.00019,0.00024,0.00011,0.00037,0.00028,,,1e-05,,0.00061,0.00037,0.00032,3e-05,,,,0.00011,0.00032,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
157.01,0.00039,0.00037,0.00019,0.00024,0.00011,0.00037,0.00028,,,1e-05,,0.00061,0.00037,0.00032,3e-05,,,,0.00011,0.00031,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
158.01,0.00039,0.00037,0.00019,0.00024,0.00011,0.00037,0.00028,,,1e-05,,0.00061,0.00037,0.00031,3e-05,,,,0.00011,0.00031,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
159.01,0.00039,0.00037,0.00019,0.00024,0.00011,0.00037,0.00028,,,1e-05,,0.0006,0.00037,0.00031,3e-05,,,,0.00011,0.00031,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
160.01,0.00039,0.00036,0.00019,0.00024,0.00011,0.00036,0.00028,,,1e-05,,0.0006,0.00037,0.00031,3e-05,,,,0.00011,0.00031,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
161.01,0.00038,0.00036,0.00019,0.00024,0.00011,0.00036,0.00028,,,1e-05,,0.0006,0.00037,0.0003,3e-05,,,,0.00011,0.00031,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
162.01,0.00037,0.00036,0.00019,0.00024,0.00011,0.00036,0.00028,,,1e-05,,0.0006,0.00037,0.0003,3e-05,,,,0.00011,0.00031,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
163.01,0.00037,0.00035,0.00019,0.00024,0.00011,0.00036,0.00028,,,1e-05,,0.0006,0.00037,0.0003,3e-05,,,,0.00011,0.00031,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
164.01,0.00037,0.00035,0.00019,0.00024,0.00011,0.00036,0.00028,,,1e-05,,0.0006,0.00037,0.0003,3e-05,,,,0.00011,0.00031,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
165.01,0.00036,0.00035,0.00019,0.00024,0.00011,0.00036,0.00028,,,1e-05,,0.0006,0.00037,0.00029,3e-05,,,,0.00011,0.00031,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
166.01,0.00036,0.00035,0.00019,0.00024,0.00011,0.00037,0.00028,,,1e-05,,0.0006,0.00037,0.00029,3e-05,,,,0.00011,0.00031,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
167.01,0.00036,0.00035,0.00019,0.00024,0.00011,0.00037,0.00028,,,1e-05,,0.0006,0.00037,0.00029,2e-05,,,,0.00011,0.00031,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
168.01,0.00037,0.00035,0.00019,0.00024,0.00011,0.00037,0.00028,,,1e-05,,0.0006,0.00037,0.00029,2e-05,,,,0.00011,0.00031,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
169.01,0.00037,0.00035,0.00019,0.00024,0.00011,0.00037,0.00028,,,1e-05,,0.0006,0.00037,0.00028,2e-05,,,,0.00011,0.00031,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
170.01,0.00037,0.00036,0.00019,0.00024,0.00011,0.00037,0.00028,,,1e-05,,0.0006,0.00037,0.00028,2e-05,,,,0.00011,0.00031,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
171.01,0.00037,0.00036,0.00019,0.00024,0.00011,0.00037,0.00028,,,1e-05,,0.0006,0.00037,0.00028,2e-05,,,,0.00011,0.00031,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
172.01,0.00038,0.00036,0.00019,0.00024,0.00011,0.00037,0.00028,,,1e-05,,0.0006,0.00037,0.00028,2e-05,,,,0.00011,0.00031,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
173.01,0.00038,0.00036,0.00019,0.00024,0.00011,0.00036,0.00028,,,1e-05,,0.00061,0.00037,0.00028,2e-05,,,,0.00012,0.00031,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
174.01,0.00038,0.00036,0.00019,0.00024,0.00011,0.00036,0.00028,,,1e-05,,0.00061,0.00037,0.00027,2e-05,,,,0.00012,0.00031,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
175.01,0.00038,0.00036,0.00019,0.00024,0.00011,0.00036,0.00028,,,1e-05,,0.00061,0.00037,0.00027,2e-05,,,,0.00012,0.0003,,3e-05,0.0,0.0001,0,0.00034,0.00024,0
176.01,0.00038,0.00036,0.00019,0.00024,0.00011,0.00036,0.00028,,,1e-05,,0.0006,0.00037,0.00027,2e-05,,,,0.00012,0.0003,,3e-05,0.0,0.0001,0,0.00033,0.00024,0
177.01,0.00038,0.00036,0.00019,0.00024,0.00011,0.00036,0.00028,,,1e-05,,0.0006,0.00037,0.00027,2e-05,,,,0.00012,0.0003,,3e-05,0.0,0.0001,0,0.00033,0.00024,0
178.01,0.00037,0.00036,0.00019,0.00024,0.00011,0.00036,0.00028,,,1e-05,,0.0006,0.00037,0.00027,2e-05,,,,0.00012,0.0003,,3e-05,0.0,0.0001,0,0.00033,0.00024,0
179.01,0.00037,0.00035,0.00019,0.00024,0.00011,0.00036,0.00028,,,1e-05,,0.0006,0.00037,0.00027,2e-05,,,,0.00012,0.0003,,3e-05,0.0,0.0001,0,0.00033,0.00024,0
180.01,0.00037,0.00035,0.00019,0.00024,0.00011,0.00036,0.00028,,,1e-05,,0.0006,0.00037,0.00026,2e-05,,,,0.00012,0.0003,,3e-05,0.0,0.0001,0,0.00033,0.00024,0
181.01,0.00037,0.00035,0.00019,0.00024,0.00011,0.00036,0.00028,,,1e-05,,0.0006,0.00037,0.00026,2e-05,,,,0.00012,0.0003,,3e-05,0.0,0.0001,0,0.00033,0.00024,0
182.01,0.00036,0.00035,0.00019,0.00024,0.00011,0.00036,0.00028,,,1e-05,,0.0006,0.00037,0.00026,2e-05,,,,0.00012,0.0003,,3e-05,0.0,0.0001,0,0.00033,0.00024,0
183.01,0.00036,0.00035,0.00019,0.00024,0.00011,0.00036,0.00028,,,1e-05,,0.0006,0.00037,0.00026,2e-05,,,,0.00012,0.0003,,3e-05,0.0,0.0001,0,0.00033,0.00024,0
184.01,0.00036,0.00035,0.00019,0.00024,0.00011,0.00036,0.00028,,,1e-05,,0.0006,0.00037,0.00026,2e-05,,,,0.00012,0.0003,,3e-05,0.0,0.0001,0,0.00033,0.00024,0
185.01,0.00036,0.00035,0.00019,0.00024,0.00011,0.00036,0.00028,,,1e-05,,0.0006,0.00037,0.00026,2e-05,,,,0.00012,0.0003,,3e-05,0.0,0.0001,0,0.00033,0.00024,0
186.01,0.00037,0.00035,0.00019,0.00024,0.00011,0.00036,0.00028,,,1e-05,,0.0006,0.00037,0.00026,2e-05,,,,0.00012,0.0003,,3e-05,0.0,0.0001,0,0.00033,0.00024,0
187.01,0.00037,0.00035,0.00019,0.00024,0.00011,0.00036,0.00028,,,1e-05,,0.0006,0.00037,0.00025,2e-05,,,,0.00012,0.0003,,3e-05,0.0,0.0001,0,0.00033,0.00024,0
188.01,0.00037,0.00035,0.00019,0.00024,0.00012,0.00036,0.00028,,,1e-05,,0.0006,0.00037,0.00025,2e-05,,,,0.00012,0.0003,,3e-05,0.0,0.0001,0,0.00033,0.00024,0
189.01,0.00037,0.00036,0.0002,0.00024,0.00012,0.00036,0.00028,,,1e-05,,0.00061,0.00037,0.00025,2e-05,,,,0.00012,0.0003,,3e-05,0.0,0.0001,0,0.00033,0.00024,0
190.01,0.00038,0.00036,0.00019,0.00024,0.00012,0.00036,0.00028,,,1e-05,,0.00061,0.00037,0.00025,2e-05,,,,0.00012,0.0003,,3e-05,0.0,0.0001,0,0.00033,0.00024,0
191.01,0.00038,0.00036,0.00019,0.00024,0.00012,0.00036,0.00028,,,1e-05,,0.00061,0.00037,0.00025,2e-05,,,,0.00012,0.0003,,3e-05,0.0,0.0001,0,0.00033,0.00024,0
192.01,0.00038,0.00036,0.00019,0.00024,0.00012,0.00035,0.00028,,,1e-05,,0.00061,0.00037,0.00025,2e-05,,,,0.00012,0.0003,,2e-05,0.0,0.0001,0,0.00033,0.00024,0
193.01,0.00038,0.00036,0.00019,0.00024,0.00012,0.00035,0.00028,,,1e-05,,0.0006,0.00037,0.00025,2e-05,,,,0.00012,0.0003,,2e-05,0.0,0.0001,0,0.00033,0.00024,0
194.01,0.00037,0.00035,0.00019,0.00024,0.00012,0.00035,0.00028,,,1e-05,,0.0006,0.00037,0.00025,2e-05,,,,0.00012,0.0003,,2e-05,0.0,0.0001,0,0.00033,0.00024,0
195.01,0.00037,0.00035,0.00019,0.00024,0.00012,0.00035,0.00028,,,1e-05,,0.0006,0.00037,0.00025,2e-05,,,,0.00012,0.0003,,2e-05,0.0,0.0001,0,0.00033,0.00024,0
196.01,0.00037,0.00035,0.00019,0.00024,0.00012,0.00035,0.00028,,,1e-05,,0.0006,0.00037,0.00024,2e-05,,,,0.00012,0.0003,,2e-05,0.0,0.0001,0,0.00033,0.00024,0
197.01,0.00037,0.00035,0.0002,0.00024,0.00012,0.00035,0.00028,,,1e-05,,0.0006,0.00037,0.00024,2e-05,,,,0.00012,0.0003,,2e-05,0.0,0.0001,0,0.00033,0.00024,0
198.01,0.00036,0.00035,0.0002,0.00024,0.00012,0.00035,0.00028,,,1e-05,,0.0006,0.00037,0.00024,2e-05,,,,0.00012,0.0003,,2e-05,0.0,0.0001,0,0.00033,0.00024,0
199.01,0.00036,0.00035,0.0002,0.00024,0.00012,0.00035,0.00028,,,1e-05,,0.0006,0.00037,0.00024,2e-05,,,,0.00012,0.0003,,2e-05,0.0,0.0001,0,0.00033,0.00024,0
200.01,0.00036,0.00035,0.0002,0.00024,0.00012,0.00035,0.00028,,,1e-05,,0.0006,0.00037,0.00024,2e-05,,,,0.00012,0.0003,,2e-05,0.0,0.0001,0,0.00033,0.00024,0
201.01,0.00036,0.00035,0.0002,0.00025,0.00012,0.00035,0.00028,,,1e-05,,0.0006,0.00037,0.00024,2e-05,,,,0.00012,0.0003,,2e-05,0.0,0.0001,0,0.00033,0.00025,0
202.01,0.00037,0.00035,0.0002,0.00025,0.00012,0.00035,0.00028,,,1e-05,,0.0006,0.00037,0.00024,2e-05,,,,0.00012,0.0003,,2e-05,0.0,0.0001,0,0.00033,0.00025,0
203.01,0.00037,0.00035,0.0002,0.00025,0.00012,0.00035,0.00028,,,1e-05,,0.0006,0.00037,0.00024,2e-05,,,,0.00012,0.0003,,2e-05,0.0,0.0001,0,0.00033,0.00025,0
204.01,0.00037,0.00035,0.0002,0.00025,0.00012,0.00035,0.00028,,,1e-05,,0.0006,0.00037,0.00024,2e-05,,,,0.00012,0.0003,,2e-05,0.0,0.0001,0,0.00033,0.00025,0
205.01,0.00037,0.00035,0.0002,0.00025,0.00012,0.00035,0.00028,,,1e-05,,0.0006,0.00037,0.00024,1e-05,,,,0.00012,0.0003,,2e-05,0.0,0.0001,0,0.00033,0.00025,0
206.01,0.00037,0.00035,0.0002,0.00025,0.00012,0.00035,0.00028,,,1e-05,,0.00061,0.00037,0.00024,1e-05,,,,0.00012,0.0003,,2e-05,0.0,0.0001,0,0.00033,0.00025,0
207.01,0.00037,0.00035,0.0002,0.00025,0.00012,0.00035,0.00028,,,1e-05,,0.00061,0.00037,0.00024,1e-05,,,,0.00012,0.0003,,2e-05,0.0,0.0001,0,0.00033,0.00025,0
208.01,0.00037,0.00035,0.0002,0.00025,0.00012,0.00035,0.00028,,,1e-05,,0.00061,0.00037,0.00023,1e-05,,,,0.00012,0.0003,,2e-05,0.0,0.0001,0,0.00033,0.00025,0
209.01,0.00038,0.00035,0.0002,0.00024,0.00012,0.00035,0.00028,,,1e-05,,0.00061,0.00037,0.00023,1e-05,,,,0.00012,0.0003,,2e-05,0.0,0.0001,0,0.00033,0.00024,0
210.01,0.00037,0.00035,0.0002,0.00024,0.00012,0.00034,0.00028,,,1e-05,,0.0006,0.00037,0.00023,1e-05,,,,0.00012,0.0003,,2e-05,0.0,0.0001,0,0.00033,0.00024,0
211.01,0.00037,0.00035,0.0002,0.00024,0.00012,0.00034,0.00028,,,1e-05,,0.0006,0.00036,0.00023,1e-05,,,,0.00012,0.0003,,2e-05,0.0,0.0001,0,0.00033,0.00024,0
212.01,0.00037,0.00035,0.0002,0.00024,0.00012,0.00034,0.00028,,,1e-05,,0.0006,0.00036,0.00023,1e-05,,,,0.00012,0.0003,,2e-05,0.0,0.0001,0,0.00033,0.00024,0
213.01,0.00037,0.00035,0.0002,0.00024,0.00012,0.00034,0.00028,,,1e-05,,0.0006,0.00036,0.00023,1e-05,,,,0.00013,0.0003,,2e-05,0.0,0.0001,0,0.00033,0.00024,0
214.01,0.00037,0.00035,0.0002,0.00025,0.00012,0.00034,0.00028,,,1e-05,,0.0006,0.00036,0.00023,1e-05,,,,0.00013,0.0003,,2e-05,0.0,0.00011,0,0.00033,0.00025,0
215.01,0.00036,0.00035,0.0002,0.00025,0.00012,0.00034,0.00028,,,1e-05,,0.0006,0.00036,0.00023,1e-05,,,,0.00013,0.0003,,2e-05,0.0,0.00011,0,0.00033,0.00025,0
216.01,0.00036,0.00035,0.0002,0.00025,0.00012,0.00034,0.00028,,,1e-05,,0.0006,0.00036,0.00023,1e-05,,,,0.00013,0.0003,,2e-05,0.0,0.00011,0,0.00033,0.00025,0
217.01,0.00036,0.00035,0.0002,0.00025,0.00012,0.00034,0.00028,,,1e-05,,0.0006,0.00036,0.00023,1e-05,,,,0.00013,0.0003,,2e-05,0.0,0.00011,0,0.00033,0.00025,0
218.01,0.00036,0.00035,0.0002,0.00025,0.00012,0.00034,0.00028,,,1e-05,,0.0006,0.00036,0.00023,1e-05,,,,0.00013,0.0003,,2e-05,0.0,0.00011,0,0.00033,0.00025,0
219.01,0.00037,0.00035,0.0002,0.00025,0.00012,0.00034,0.00028,,,1e-05,,0.0006,0.00036,0.00023,1e-05,,,,0.00013,0.0003,,2e-05,0.0,0.00011,0,0.00033,0.00025,0
220.01,0.00037,0.00035,0.0002,0.00025,0.00012,0.00034,0.00028,,,1e-05,,0.0006,0.00036,0.00023,1e-05,,,,0.00013,0.0003,,2e-05,0.0,0.00011,0,0.00033,0.00025,0
221.01,0.00037,0.00035,0.0002,0.00025,0.00012,0.00034,0.00028,,,1e-05,,0.0006,0.00036,0.00023,1e-05,,,,0.00013,0.0003,,2e-05,0.0,0.00011,0,0.00033,0.00025,0
222.01,0.00037,0.00035,0.0002,0.00025,0.00012,0.00034,0.00028,,,1e-05,,0.00061,0.00036,0.00023,1e-05,,,,0.00013,0.0003,,2e-05,0.0,0.00011,0,0.00033,0.00025,0
223.01,0.00037,0.00035,0.0002,0.00025,0.00012,0.00034,0.00028,,,1e-05,,0.00061,0.00036,0.00023,1e-05,,,,0.00013,0.0003,,2e-05,0.0,0.00011,0,0.00033,0.00025,0
224.01,0.00037,0.00035,0.0002,0.00025,0.00012,0.00034,0.00028,,,1e-05,,0.00061,0.00036,0.00023,1e-05,,,,0.00013,0.0003,,2e-05,0.0,0.00011,0,0.00033,0.00025,0
225.01,0.00037,0.00035,0.0002,0.00025,0.00012,0.00034,0.00028,,,1e-05,,0.00061,0.00036,0.00023,1e-05,,,,0.00013,0.0003,,2e-05,0.0,0.00011,0,0.00032,0.00025,0
226.01,0.00037,0.00035,0.0002,0.00025,0.00012,0.00034,0.00028,,,1e-05,,0.00061,0.00036,0.00023,1e-05,,,,0.00013,0.00029,,2e-05,0.0,0.00011,0,0.00032,0.00025,0
227.01,0.00037,0.00035,0.0002,0.00025,0.00012,0.00033,0.00028,,,1e-05,,0.0006,0.00036,0.00023,1e-05,,,,0.00013,0.00029,,2e-05,0.0,0.00011,0,0.00032,0.00025,0
228.01,0.00037,0.00035,0.0002,0.00025,0.00012,0.00033,0.00028,,,1e-05,,0.0006,0.00036,0.00023,1e-05,,,,0.00013,0.00029,,2e-05,0.0,0.00011,0,0.00032,0.00025,0
